"concept_id","concept_name","concept_code","vocabulary_id","category"
41367092,"10 ML Aztreonam 200 MG/ML Injection [Azactam] Box of 5","OMOP2565054","RxNorm Extension","aztreonam"
41370123,"10 ML Aztreonam 200 MG/ML Injection [Azactam] Box of 500","OMOP2568085","RxNorm Extension","aztreonam"
588664,"10 ML Aztreonam 200 MG/ML Injection Box of 5","OMOP3137141","RxNorm Extension","aztreonam"
588025,"10 ML Aztreonam 200 MG/ML Injection Box of 500","OMOP3138552","RxNorm Extension","aztreonam"
41371267,"10 ML Aztreonam 50 MG/ML Injectable Solution","OMOP2569229","RxNorm Extension","aztreonam"
41365206,"10 ML Aztreonam 50 MG/ML Injectable Solution Box of 5","OMOP2563168","RxNorm Extension","aztreonam"
41371266,"10 ML Aztreonam 50 MG/ML Injectable Solution Box of 500","OMOP2569228","RxNorm Extension","aztreonam"
41362638,"10 ML Aztreonam 50 MG/ML Injectable Solution [Dynabiotic]","OMOP2560600","RxNorm Extension","aztreonam"
589462,"10 ML Aztreonam 50 MG/ML Injection","OMOP3137025","RxNorm Extension","aztreonam"
41368586,"10 ML Aztreonam 50 MG/ML Injection [Azactam]","OMOP2566548","RxNorm Extension","aztreonam"
41364822,"10 ML Aztreonam 50 MG/ML Injection [Azactam] Box of 5","OMOP2562784","RxNorm Extension","aztreonam"
41364109,"10 ML Aztreonam 50 MG/ML Injection [Azactam] Box of 500","OMOP2562071","RxNorm Extension","aztreonam"
589177,"10 ML Aztreonam 50 MG/ML Injection Box of 5","OMOP3137210","RxNorm Extension","aztreonam"
590465,"10 ML Aztreonam 50 MG/ML Injection Box of 500","OMOP3135800","RxNorm Extension","aztreonam"
36231089,"Azactam Injectable Product","1176315","RxNorm","aztreonam"
1715117,"aztreonam","1272","RxNorm","aztreonam"
46287305,"aztreonam 1000 MG","1664979","RxNorm","aztreonam"
46287308,"aztreonam 1000 MG [Azactam]","1664982","RxNorm","aztreonam"
40923422,"Aztreonam 1000 MG [Dynabiotic]","OMOP2121384","RxNorm Extension","aztreonam"
41274659,"Aztreonam 1000 MG Injectable Solution","OMOP2472621","RxNorm Extension","aztreonam"
40740530,"Aztreonam 1000 MG Injectable Solution [Azactam]","OMOP4716557","RxNorm Extension","aztreonam"
41255369,"Aztreonam 1000 MG Injectable Solution [Azactam]","OMOP2453331","RxNorm Extension","aztreonam"
35754450,"Aztreonam 1000 MG Injectable Solution [Azactam] Box of 1","OMOP2755911","RxNorm Extension","aztreonam"
40740528,"Aztreonam 1000 MG Injectable Solution [Azactam] Box of 1","OMOP4716559","RxNorm Extension","aztreonam"
35743226,"Aztreonam 1000 MG Injectable Solution [Azactam] Box of 1 by Bristol Myers Squibb","OMOP2744687","RxNorm Extension","aztreonam"
40740527,"Aztreonam 1000 MG Injectable Solution [Azactam] Box of 1 by Bristol Myers Squibb","OMOP4716560","RxNorm Extension","aztreonam"
40740529,"Aztreonam 1000 MG Injectable Solution [Azactam] by Bristol Myers Squibb","OMOP4716558","RxNorm Extension","aztreonam"
35743227,"Aztreonam 1000 MG Injectable Solution [Azactam] by Bristol Myers Squibb","OMOP2744688","RxNorm Extension","aztreonam"
43028563,"Aztreonam 1000 MG Injectable Solution [Azactam] by Sanofi","OMOP4843645","RxNorm Extension","aztreonam"
35749823,"Aztreonam 1000 MG Injectable Solution Box of 1","OMOP2751284","RxNorm Extension","aztreonam"
40869147,"Aztreonam 1000 MG Injectable Solution Box of 5","OMOP2067109","RxNorm Extension","aztreonam"
40962621,"Aztreonam 1000 MG Injectable Solution Box of 500","OMOP2160583","RxNorm Extension","aztreonam"
41005621,"Aztreonam 1000 MG Injectable Solution [Dynabiotic]","OMOP2203583","RxNorm Extension","aztreonam"
46287307,"aztreonam 1000 MG Injection","1664981","RxNorm","aztreonam"
46287310,"aztreonam 1000 MG Injection [Azactam]","1664984","RxNorm","aztreonam"
21034782,"Aztreonam 1000 MG Injection [Azactam] Box of 1","OMOP398535","RxNorm Extension","aztreonam"
21083920,"Aztreonam 1000 MG Injection [Azactam] Box of 1 by Bristol Myers Squibb","OMOP398536","RxNorm Extension","aztreonam"
41317707,"Aztreonam 1000 MG Injection [Azactam] Box of 5","OMOP2515669","RxNorm Extension","aztreonam"
41255368,"Aztreonam 1000 MG Injection [Azactam] Box of 500","OMOP2453330","RxNorm Extension","aztreonam"
41293515,"Aztreonam 1000 MG Injection [Azactam] Box of 5 by Emra-Med","OMOP2491477","RxNorm Extension","aztreonam"
2051331,"aztreonam 1000 MG Injection [Azactam] by BMS","OMOP4951815","RxNorm Extension","aztreonam"
21083919,"Aztreonam 1000 MG Injection [Azactam] by Bristol Myers Squibb","OMOP398534","RxNorm Extension","aztreonam"
21132854,"Aztreonam 1000 MG Injection Box of 1","OMOP398533","RxNorm Extension","aztreonam"
587392,"Aztreonam 1000 MG Injection Box of 5","OMOP3138899","RxNorm Extension","aztreonam"
590156,"Aztreonam 1000 MG Injection Box of 500","OMOP3136435","RxNorm Extension","aztreonam"
2051332,"aztreonam 1000 MG Injection [MESOFAM]","OMOP4951816","RxNorm Extension","aztreonam"
2051333,"aztreonam 1000 MG Injection [MESOFAM] by Korea Prime Pharm","OMOP4951817","RxNorm Extension","aztreonam"
42952536,"Aztreonam 1000 MG Injection [MEZACTAM]","OMOP4679098","RxNorm Extension","aztreonam"
2051330,"aztreonam 1000 MG Injection [MEZACTAM] by Btopharm","OMOP4951814","RxNorm Extension","aztreonam"
2051334,"aztreonam 1000 MG Injection [UNIZACTAM]","OMOP4951818","RxNorm Extension","aztreonam"
2051335,"aztreonam 1000 MG Injection [UNIZACTAM] by Union Korea Pharm","OMOP4951819","RxNorm Extension","aztreonam"
2051336,"aztreonam 1000 MG [MESOFAM]","OMOP4951820","RxNorm Extension","aztreonam"
42952537,"Aztreonam 1000 MG [MEZACTAM]","OMOP4679099","RxNorm Extension","aztreonam"
36892879,"Aztreonam 1000 MG Prefilled Syringe","OMOP997567","RxNorm Extension","aztreonam"
36886126,"Aztreonam 1000 MG Prefilled Syringe [Azactam]","OMOP999257","RxNorm Extension","aztreonam"
36892008,"Aztreonam 1000 MG Prefilled Syringe [Azactam] Box of 1","OMOP992006","RxNorm Extension","aztreonam"
43151291,"Aztreonam 1000 MG Prefilled Syringe [Azactam] Box of 1 by Sanofi","OMOP496192","RxNorm Extension","aztreonam"
43028564,"Aztreonam 1000 MG Prefilled Syringe [Azactam] by Sanofi","OMOP4843646","RxNorm Extension","aztreonam"
36885991,"Aztreonam 1000 MG Prefilled Syringe Box of 1","OMOP1004809","RxNorm Extension","aztreonam"
2051337,"aztreonam 1000 MG [UNIZACTAM]","OMOP4951821","RxNorm Extension","aztreonam"
41233485,"Aztreonam 100 MG/ML","OMOP2431447","RxNorm Extension","aztreonam"
41266816,"Aztreonam 100 MG/ML [Azactam]","OMOP2464778","RxNorm Extension","aztreonam"
41235901,"Aztreonam 100 MG/ML [Dynabiotic]","OMOP2433863","RxNorm Extension","aztreonam"
41024877,"Aztreonam 100 MG/ML Injectable Solution","OMOP2222839","RxNorm Extension","aztreonam"
40900219,"Aztreonam 100 MG/ML Injectable Solution Box of 5","OMOP2098181","RxNorm Extension","aztreonam"
40900218,"Aztreonam 100 MG/ML Injectable Solution Box of 500","OMOP2098180","RxNorm Extension","aztreonam"
41317705,"Aztreonam 100 MG/ML Injectable Solution [Dynabiotic]","OMOP2515667","RxNorm Extension","aztreonam"
588404,"Aztreonam 100 MG/ML Injection","OMOP3135793","RxNorm Extension","aztreonam"
41255367,"Aztreonam 100 MG/ML Injection [Azactam]","OMOP2453329","RxNorm Extension","aztreonam"
40849764,"Aztreonam 100 MG/ML Injection [Azactam] Box of 5","OMOP2047726","RxNorm Extension","aztreonam"
41005622,"Aztreonam 100 MG/ML Injection [Azactam] Box of 500","OMOP2203584","RxNorm Extension","aztreonam"
586901,"Aztreonam 100 MG/ML Injection Box of 5","OMOP3138582","RxNorm Extension","aztreonam"
588560,"Aztreonam 100 MG/ML Injection Box of 500","OMOP3137345","RxNorm Extension","aztreonam"
41171025,"Aztreonam 120 MG","OMOP2368987","RxNorm Extension","aztreonam"
41079576,"Aztreonam 120 MG [Cayston]","OMOP2277538","RxNorm Extension","aztreonam"
41233484,"Aztreonam 122 MG","OMOP2431446","RxNorm Extension","aztreonam"
41235900,"Aztreonam 122 MG [Cayston]","OMOP2433862","RxNorm Extension","aztreonam"
40013092,"Aztreonam 1 MG","350570","RxNorm","aztreonam"
40013093,"Aztreonam 1 MG Injectable Solution","349247","RxNorm","aztreonam"
46287311,"aztreonam 2000 MG","1664985","RxNorm","aztreonam"
46287313,"aztreonam 2000 MG [Azactam]","1664987","RxNorm","aztreonam"
41235899,"Aztreonam 2000 MG [Dynabiotic]","OMOP2433861","RxNorm Extension","aztreonam"
41118894,"Aztreonam 2000 MG Injectable Solution","OMOP2316856","RxNorm Extension","aztreonam"
40880981,"Aztreonam 2000 MG Injectable Solution [Azactam]","OMOP2078943","RxNorm Extension","aztreonam"
40740526,"Aztreonam 2000 MG Injectable Solution [Azactam]","OMOP4716561","RxNorm Extension","aztreonam"
35754451,"Aztreonam 2000 MG Injectable Solution [Azactam] Box of 1","OMOP2755912","RxNorm Extension","aztreonam"
40740524,"Aztreonam 2000 MG Injectable Solution [Azactam] Box of 1","OMOP4716563","RxNorm Extension","aztreonam"
40740523,"Aztreonam 2000 MG Injectable Solution [Azactam] Box of 1 by Bristol Myers Squibb","OMOP4716564","RxNorm Extension","aztreonam"
35751557,"Aztreonam 2000 MG Injectable Solution [Azactam] Box of 1 by Bristol Myers Squibb","OMOP2753018","RxNorm Extension","aztreonam"
35743229,"Aztreonam 2000 MG Injectable Solution [Azactam] by Bristol Myers Squibb","OMOP2744690","RxNorm Extension","aztreonam"
40740525,"Aztreonam 2000 MG Injectable Solution [Azactam] by Bristol Myers Squibb","OMOP4716562","RxNorm Extension","aztreonam"
35749824,"Aztreonam 2000 MG Injectable Solution Box of 1","OMOP2751285","RxNorm Extension","aztreonam"
41024875,"Aztreonam 2000 MG Injectable Solution Box of 5","OMOP2222837","RxNorm Extension","aztreonam"
41024874,"Aztreonam 2000 MG Injectable Solution Box of 500","OMOP2222836","RxNorm Extension","aztreonam"
41193329,"Aztreonam 2000 MG Injectable Solution [Dynabiotic]","OMOP2391291","RxNorm Extension","aztreonam"
41056135,"Aztreonam 2000 MG Injectable Suspension","OMOP2254097","RxNorm Extension","aztreonam"
40880983,"Aztreonam 2000 MG Injectable Suspension [Dynabiotic]","OMOP2078945","RxNorm Extension","aztreonam"
46287312,"aztreonam 2000 MG Injection","1664986","RxNorm","aztreonam"
46287314,"aztreonam 2000 MG Injection [Azactam]","1664988","RxNorm","aztreonam"
21132852,"Aztreonam 2000 MG Injection [Azactam] Box of 1","OMOP398512","RxNorm Extension","aztreonam"
21172299,"Aztreonam 2000 MG Injection [Azactam] Box of 1 by Bristol Myers Squibb","OMOP398513","RxNorm Extension","aztreonam"
40912029,"Aztreonam 2000 MG Injection [Azactam] Box of 5","OMOP2109991","RxNorm Extension","aztreonam"
40849763,"Aztreonam 2000 MG Injection [Azactam] Box of 500","OMOP2047725","RxNorm Extension","aztreonam"
21093664,"Aztreonam 2000 MG Injection [Azactam] by Bristol Myers Squibb","OMOP398510","RxNorm Extension","aztreonam"
21142792,"Aztreonam 2000 MG Injection Box of 1","OMOP398509","RxNorm Extension","aztreonam"
587015,"Aztreonam 2000 MG Injection Box of 5","OMOP3137623","RxNorm Extension","aztreonam"
588920,"Aztreonam 2000 MG Injection Box of 500","OMOP3138510","RxNorm Extension","aztreonam"
41139861,"Aztreonam 200 MG/ML","OMOP2337823","RxNorm Extension","aztreonam"
40861143,"Aztreonam 200 MG/ML [Azactam]","OMOP2059105","RxNorm Extension","aztreonam"
41266817,"Aztreonam 200 MG/ML [Dynabiotic]","OMOP2464779","RxNorm Extension","aztreonam"
41274658,"Aztreonam 200 MG/ML Injectable Solution","OMOP2472620","RxNorm Extension","aztreonam"
40900220,"Aztreonam 200 MG/ML Injectable Solution Box of 5","OMOP2098182","RxNorm Extension","aztreonam"
40993871,"Aztreonam 200 MG/ML Injectable Solution Box of 500","OMOP2191833","RxNorm Extension","aztreonam"
41067922,"Aztreonam 200 MG/ML Injectable Solution [Dynabiotic]","OMOP2265884","RxNorm Extension","aztreonam"
588238,"Aztreonam 200 MG/ML Injection","OMOP3135682","RxNorm Extension","aztreonam"
40912032,"Aztreonam 200 MG/ML Injection [Azactam]","OMOP2109994","RxNorm Extension","aztreonam"
41224350,"Aztreonam 200 MG/ML Injection [Azactam] Box of 5","OMOP2422312","RxNorm Extension","aztreonam"
41162133,"Aztreonam 200 MG/ML Injection [Azactam] Box of 500","OMOP2360095","RxNorm Extension","aztreonam"
587671,"Aztreonam 200 MG/ML Injection Box of 5","OMOP3135473","RxNorm Extension","aztreonam"
588157,"Aztreonam 200 MG/ML Injection Box of 500","OMOP3135013","RxNorm Extension","aztreonam"
41202467,"Aztreonam 20 MG/ML","OMOP2400429","RxNorm Extension","aztreonam"
1715144,"Aztreonam 20 MG/ML","315452","RxNorm","aztreonam"
19042988,"Aztreonam 20 MG/ML [Azactam]","573465","RxNorm","aztreonam"
40954658,"Aztreonam 20 MG/ML [Azactam]","OMOP2152620","RxNorm Extension","aztreonam"
41204977,"Aztreonam 20 MG/ML [Dynabiotic]","OMOP2402939","RxNorm Extension","aztreonam"
19073780,"Aztreonam 20 MG/ML Injectable Solution","308466","RxNorm","aztreonam"
41212827,"Aztreonam 20 MG/ML Injectable Solution","OMOP2410789","RxNorm Extension","aztreonam"
1715119,"Aztreonam 20 MG/ML Injectable Solution [Azactam]","213589","RxNorm","aztreonam"
41243809,"Aztreonam 20 MG/ML Injectable Solution Box of 5","OMOP2441771","RxNorm Extension","aztreonam"
40962620,"Aztreonam 20 MG/ML Injectable Solution Box of 500","OMOP2160582","RxNorm Extension","aztreonam"
40869146,"Aztreonam 20 MG/ML Injectable Suspension","OMOP2067108","RxNorm Extension","aztreonam"
41099401,"Aztreonam 20 MG/ML Injectable Suspension [Dynabiotic]","OMOP2297363","RxNorm Extension","aztreonam"
589375,"Aztreonam 20 MG/ML Injection","OMOP3137736","RxNorm Extension","aztreonam"
41162132,"Aztreonam 20 MG/ML Injection [Azactam]","OMOP2360094","RxNorm Extension","aztreonam"
41067921,"Aztreonam 20 MG/ML Injection [Azactam] Box of 5","OMOP2265883","RxNorm Extension","aztreonam"
40912031,"Aztreonam 20 MG/ML Injection [Azactam] Box of 500","OMOP2109993","RxNorm Extension","aztreonam"
590240,"Aztreonam 20 MG/ML Injection Box of 5","OMOP3138905","RxNorm Extension","aztreonam"
588435,"Aztreonam 20 MG/ML Injection Box of 500","OMOP3138186","RxNorm Extension","aztreonam"
19094972,"Aztreonam 333 MG/ML","340910","RxNorm","aztreonam"
19117663,"Aztreonam 333 MG/ML [Azactam]","566024","RxNorm","aztreonam"
19073791,"Aztreonam 333 MG/ML Injectable Solution","308467","RxNorm","aztreonam"
19025854,"Aztreonam 333 MG/ML Injectable Solution [Azactam]","201828","RxNorm","aztreonam"
1715145,"Aztreonam 40 MG/ML","315453","RxNorm","aztreonam"
19042989,"Aztreonam 40 MG/ML [Azactam]","573466","RxNorm","aztreonam"
19073792,"Aztreonam 40 MG/ML Injectable Solution","308468","RxNorm","aztreonam"
19047931,"Aztreonam 40 MG/ML Injectable Solution [Azactam]","213590","RxNorm","aztreonam"
21093665,"Aztreonam 500 MG","OMOP398514","RxNorm Extension","aztreonam"
21093666,"Aztreonam 500 MG [Azactam]","OMOP398515","RxNorm Extension","aztreonam"
40861142,"Aztreonam 500 MG [Dynabiotic]","OMOP2059104","RxNorm Extension","aztreonam"
41274657,"Aztreonam 500 MG Injectable Solution","OMOP2472619","RxNorm Extension","aztreonam"
41193330,"Aztreonam 500 MG Injectable Solution [Azactam]","OMOP2391292","RxNorm Extension","aztreonam"
40740534,"Aztreonam 500 MG Injectable Solution [Azactam]","OMOP4716553","RxNorm Extension","aztreonam"
41036680,"Aztreonam 500 MG Injectable Solution [Azactam] Box of 5","OMOP2234642","RxNorm Extension","aztreonam"
40740532,"Aztreonam 500 MG Injectable Solution [Azactam] Box of 5","OMOP4716555","RxNorm Extension","aztreonam"
40740531,"Aztreonam 500 MG Injectable Solution [Azactam] Box of 5 by Bristol Myers Squibb","OMOP4716556","RxNorm Extension","aztreonam"
35751556,"Aztreonam 500 MG Injectable Solution [Azactam] Box of 5 by Bristol Myers Squibb","OMOP2753017","RxNorm Extension","aztreonam"
35743228,"Aztreonam 500 MG Injectable Solution [Azactam] by Bristol Myers Squibb","OMOP2744689","RxNorm Extension","aztreonam"
40740533,"Aztreonam 500 MG Injectable Solution [Azactam] by Bristol Myers Squibb","OMOP4716554","RxNorm Extension","aztreonam"
41024876,"Aztreonam 500 MG Injectable Solution Box of 5","OMOP2222838","RxNorm Extension","aztreonam"
41274656,"Aztreonam 500 MG Injectable Solution Box of 500","OMOP2472618","RxNorm Extension","aztreonam"
41067920,"Aztreonam 500 MG Injectable Solution [Dynabiotic]","OMOP2265882","RxNorm Extension","aztreonam"
21172300,"Aztreonam 500 MG Injection","OMOP398516","RxNorm Extension","aztreonam"
21162572,"Aztreonam 500 MG Injection [Azactam]","OMOP398518","RxNorm Extension","aztreonam"
21172301,"Aztreonam 500 MG Injection [Azactam] Box of 5","OMOP398520","RxNorm Extension","aztreonam"
41162131,"Aztreonam 500 MG Injection [Azactam] Box of 500","OMOP2360093","RxNorm Extension","aztreonam"
21034781,"Aztreonam 500 MG Injection [Azactam] Box of 5 by Bristol Myers Squibb","OMOP398521","RxNorm Extension","aztreonam"
2051339,"aztreonam 500 MG Injection [Azactam] by BMS","OMOP4951823","RxNorm Extension","aztreonam"
21064309,"Aztreonam 500 MG Injection [Azactam] by Bristol Myers Squibb","OMOP398519","RxNorm Extension","aztreonam"
21093667,"Aztreonam 500 MG Injection Box of 5","OMOP398517","RxNorm Extension","aztreonam"
590046,"Aztreonam 500 MG Injection Box of 500","OMOP3136884","RxNorm Extension","aztreonam"
2051340,"aztreonam 500 MG Injection [MESOFAM]","OMOP4951824","RxNorm Extension","aztreonam"
2051341,"aztreonam 500 MG Injection [MESOFAM] by Korea Prime Pharm","OMOP4951825","RxNorm Extension","aztreonam"
42952534,"Aztreonam 500 MG Injection [MEZACTAM]","OMOP4679096","RxNorm Extension","aztreonam"
2051338,"aztreonam 500 MG Injection [MEZACTAM] by Btopharm","OMOP4951822","RxNorm Extension","aztreonam"
2051342,"aztreonam 500 MG Injection [UNIZACTAM]","OMOP4951826","RxNorm Extension","aztreonam"
2051343,"aztreonam 500 MG Injection [UNIZACTAM] by Union Korea Pharm","OMOP4951827","RxNorm Extension","aztreonam"
2051344,"aztreonam 500 MG [MESOFAM]","OMOP4951828","RxNorm Extension","aztreonam"
42952535,"Aztreonam 500 MG [MEZACTAM]","OMOP4679097","RxNorm Extension","aztreonam"
2051345,"aztreonam 500 MG [UNIZACTAM]","OMOP4951829","RxNorm Extension","aztreonam"
41108497,"Aztreonam 50 MG/ML","OMOP2306459","RxNorm Extension","aztreonam"
40923421,"Aztreonam 50 MG/ML [Azactam]","OMOP2121383","RxNorm Extension","aztreonam"
40861141,"Aztreonam 50 MG/ML [Dynabiotic]","OMOP2059103","RxNorm Extension","aztreonam"
41056134,"Aztreonam 50 MG/ML Injectable Solution","OMOP2254096","RxNorm Extension","aztreonam"
40962619,"Aztreonam 50 MG/ML Injectable Solution Box of 5","OMOP2160581","RxNorm Extension","aztreonam"
41274655,"Aztreonam 50 MG/ML Injectable Solution Box of 500","OMOP2472617","RxNorm Extension","aztreonam"
41099399,"Aztreonam 50 MG/ML Injectable Solution [Dynabiotic]","OMOP2297361","RxNorm Extension","aztreonam"
590393,"Aztreonam 50 MG/ML Injection","OMOP3137148","RxNorm Extension","aztreonam"
40912030,"Aztreonam 50 MG/ML Injection [Azactam]","OMOP2109992","RxNorm Extension","aztreonam"
40880982,"Aztreonam 50 MG/ML Injection [Azactam] Box of 5","OMOP2078944","RxNorm Extension","aztreonam"
40943284,"Aztreonam 50 MG/ML Injection [Azactam] Box of 500","OMOP2141246","RxNorm Extension","aztreonam"
588958,"Aztreonam 50 MG/ML Injection Box of 5","OMOP3135400","RxNorm Extension","aztreonam"
589711,"Aztreonam 50 MG/ML Injection Box of 500","OMOP3137915","RxNorm Extension","aztreonam"
21142793,"Aztreonam 75 MG","OMOP398524","RxNorm Extension","aztreonam"
21054449,"Aztreonam 75 MG [Cayston]","OMOP398525","RxNorm Extension","aztreonam"
40173626,"aztreonam 75 MG/ML","901608","RxNorm","aztreonam"
40173629,"aztreonam 75 MG/ML [Cayston]","901612","RxNorm","aztreonam"
36212966,"aztreonam Injectable Product","1155015","RxNorm","aztreonam"
41298738,"Aztreonam Injectable Solution","OMOP2496700","RxNorm Extension","aztreonam"
40013103,"Aztreonam Injectable Solution","376825","RxNorm","aztreonam"
40013104,"Aztreonam Injectable Solution [Azactam]","91897","RxNorm","aztreonam"
40833216,"Aztreonam Injectable Solution [Azactam]","OMOP2031178","RxNorm Extension","aztreonam"
40740535,"Aztreonam Injectable Solution [Azactam]","OMOP4716552","RxNorm Extension","aztreonam"
40926576,"Aztreonam Injectable Solution [Dynabiotic]","OMOP2124538","RxNorm Extension","aztreonam"
40986748,"Aztreonam Injectable Suspension","OMOP2184710","RxNorm Extension","aztreonam"
40957842,"Aztreonam Injectable Suspension [Dynabiotic]","OMOP2155804","RxNorm Extension","aztreonam"
46287306,"aztreonam Injection","1664980","RxNorm","aztreonam"
46287309,"aztreonam Injection [Azactam]","1664983","RxNorm","aztreonam"
2051346,"aztreonam Injection [MESOFAM]","OMOP4951830","RxNorm Extension","aztreonam"
42952538,"Aztreonam Injection [MEZACTAM]","OMOP4679100","RxNorm Extension","aztreonam"
2051347,"aztreonam Injection [UNIZACTAM]","OMOP4951831","RxNorm Extension","aztreonam"
36887580,"Aztreonam Prefilled Syringe","OMOP994427","RxNorm Extension","aztreonam"
36892572,"Aztreonam Prefilled Syringe [Azactam]","OMOP1003246","RxNorm Extension","aztreonam"
43832862,"10000 MG cefepime 0.12 MG/MG Injectable Solution","OMOP880795","RxNorm Extension","cefepime"
43832863,"10000 MG cefepime 0.12 MG/MG Injectable Solution [Cefepim Normon]","OMOP880796","RxNorm Extension","cefepime"
43688948,"10000 MG cefepime 0.12 MG/MG Injectable Solution [Cefepim Normon] by Normon","OMOP880797","RxNorm Extension","cefepime"
43598781,"10000 MG cefepime 0.24 MG/MG Injectable Solution","OMOP880792","RxNorm Extension","cefepime"
43778781,"10000 MG cefepime 0.24 MG/MG Injectable Solution [Cefepim Normon]","OMOP880793","RxNorm Extension","cefepime"
43724738,"10000 MG cefepime 0.24 MG/MG Injectable Solution [Cefepim Normon] by Normon","OMOP880794","RxNorm Extension","cefepime"
41447115,"1000 MG cefepime 1.15 MG/MG Injectable Solution","OMOP2645077","RxNorm Extension","cefepime"
41447003,"1000 MG cefepime 1.15 MG/MG Injectable Solution Box of 5","OMOP2644965","RxNorm Extension","cefepime"
587431,"1000 MG cefepime 1.15 MG/MG Injection","OMOP3137280","RxNorm Extension","cefepime"
588122,"1000 MG cefepime 1.15 MG/MG Injection Box of 5","OMOP3138579","RxNorm Extension","cefepime"
41446953,"1000 MG cefepime 1.15 MG/MG Injection [Maxipime]","OMOP2644915","RxNorm Extension","cefepime"
41447226,"1000 MG cefepime 1.15 MG/MG Injection [Maxipime] Box of 5","OMOP2645188","RxNorm Extension","cefepime"
43813773,"1000 ML cefepime 1.19 MG/ML Injectable Solution","OMOP876687","RxNorm Extension","cefepime"
43652013,"1000 ML cefepime 1.19 MG/ML Injectable Solution [Cefepim Mip]","OMOP876688","RxNorm Extension","cefepime"
43777758,"1000 ML cefepime 1.19 MG/ML Injectable Solution [Cefepim Mip] by MIP","OMOP876689","RxNorm Extension","cefepime"
41450022,"1010 MG cefepime 1.15 MG/MG Injectable Solution","OMOP2647984","RxNorm Extension","cefepime"
41449925,"1010 MG cefepime 1.15 MG/MG Injectable Solution Box of 5","OMOP2647887","RxNorm Extension","cefepime"
587748,"1010 MG cefepime 1.15 MG/MG Injection","OMOP3135056","RxNorm Extension","cefepime"
588153,"1010 MG cefepime 1.15 MG/MG Injection Box of 5","OMOP3138777","RxNorm Extension","cefepime"
41449799,"1010 MG cefepime 1.15 MG/MG Injection [Maxipime]","OMOP2647761","RxNorm Extension","cefepime"
41449892,"1010 MG cefepime 1.15 MG/MG Injection [Maxipime] Box of 5","OMOP2647854","RxNorm Extension","cefepime"
